label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,Right,0.333594,0.30327,0.0,0.36827,0.350348,-0.011365,0.4138,0.367152,-0.012992,0.4539,0.348408,-0.014738,0.481223,0.328569,-0.016286,0.448482,0.33016,0.002487,0.492565,0.320159,-0.005882,0.518234,0.308447,-0.014935,0.540942,0.298456,-0.021952,0.447014,0.291983,0.000662,0.494433,0.280293,-0.006016,0.5243,0.26961,-0.01536,0.549117,0.258651,-0.022896,0.437621,0.258841,-0.003856,0.480466,0.243816,-0.011189,0.505263,0.237149,-0.018235,0.526998,0.231351,-0.02359,0.421223,0.225551,-0.010008,0.453917,0.211635,-0.017117,0.474653,0.207199,-0.021322,0.495092,0.204599,-0.024591
hello,Right,0.333181,0.302184,0.0,0.367778,0.348343,-0.011202,0.414367,0.365221,-0.012482,0.453529,0.346194,-0.013741,0.479563,0.32301,-0.014871,0.448414,0.329208,0.002491,0.492457,0.319727,-0.00486,0.518505,0.309,-0.013281,0.541179,0.29928,-0.019866,0.447393,0.289948,0.00097,0.494811,0.278826,-0.004298,0.524501,0.269363,-0.012701,0.548339,0.258713,-0.019626,0.438165,0.255875,-0.003146,0.481423,0.242876,-0.009116,0.50652,0.237545,-0.015963,0.527772,0.232088,-0.021316,0.421984,0.221795,-0.008873,0.454916,0.208812,-0.015075,0.475932,0.204411,-0.019032,0.496187,0.201195,-0.02217
hello,Right,0.333263,0.304118,0.0,0.368443,0.35003,-0.011269,0.413884,0.366627,-0.012622,0.453103,0.346201,-0.014139,0.479931,0.324979,-0.01558,0.449233,0.32936,0.003633,0.492839,0.317757,-0.004276,0.518601,0.306108,-0.013316,0.541352,0.296221,-0.020376,0.447514,0.290338,0.001762,0.494322,0.277831,-0.004699,0.52439,0.267382,-0.014449,0.549446,0.256838,-0.02221,0.437953,0.256605,-0.002826,0.480975,0.24195,-0.010296,0.506305,0.235463,-0.018134,0.528884,0.229914,-0.023944,0.42144,0.222453,-0.008992,0.454744,0.209519,-0.016394,0.475547,0.205219,-0.02093,0.496363,0.203055,-0.024364
hello,Right,0.334559,0.301469,0.0,0.368799,0.348039,-0.010904,0.414769,0.365256,-0.011795,0.453915,0.343615,-0.012938,0.479885,0.321081,-0.01394,0.450132,0.330334,0.003616,0.494394,0.318603,-0.00416,0.519891,0.305797,-0.013032,0.542535,0.29399,-0.020037,0.448986,0.290477,0.001729,0.495736,0.277997,-0.004697,0.525759,0.266445,-0.014229,0.551081,0.254245,-0.021884,0.439599,0.255948,-0.002836,0.482438,0.23982,-0.010079,0.506883,0.232419,-0.017604,0.528629,0.225332,-0.023324,0.422864,0.221314,-0.009028,0.45471,0.205733,-0.016477,0.475127,0.199518,-0.021101,0.495414,0.195287,-0.024609
hello,Right,0.327756,0.304372,0.0,0.364508,0.352746,-0.010844,0.412073,0.367544,-0.011939,0.451477,0.343278,-0.013347,0.479447,0.32507,-0.014706,0.447474,0.328825,0.002134,0.49306,0.31576,-0.00669,0.519123,0.302751,-0.016178,0.542491,0.292034,-0.023514,0.445215,0.28845,-1e-06,0.493258,0.2747,-0.00717,0.523358,0.262273,-0.017088,0.5489,0.250728,-0.025127,0.434644,0.253974,-0.004752,0.477035,0.235323,-0.012095,0.501466,0.2277,-0.019449,0.523589,0.221956,-0.025217,0.416672,0.22039,-0.011128,0.448765,0.201888,-0.017997,0.469319,0.194781,-0.02216,0.489979,0.190468,-0.025547
hello,Right,0.32704,0.297544,0.0,0.362696,0.348216,-0.010372,0.40909,0.365369,-0.011045,0.44789,0.340001,-0.012041,0.473026,0.317902,-0.013046,0.442789,0.318082,0.002412,0.487201,0.303395,-0.006555,0.512417,0.289308,-0.015954,0.534249,0.275798,-0.022973,0.440084,0.276991,0.000139,0.487582,0.261631,-0.007419,0.517528,0.247703,-0.017258,0.541825,0.233295,-0.0248,0.430043,0.242876,-0.004694,0.474073,0.225762,-0.012608,0.499806,0.217182,-0.01989,0.521776,0.209225,-0.025103,0.412851,0.209005,-0.011036,0.446978,0.192386,-0.01869,0.468908,0.184451,-0.022918,0.490188,0.17809,-0.025855
hello,Right,0.315531,0.298218,0.0,0.357834,0.348336,-0.005954,0.404637,0.362982,-0.00475,0.441409,0.336993,-0.004744,0.460531,0.3027,-0.005386,0.437857,0.30733,0.007149,0.481453,0.285814,-0.000436,0.505789,0.26798,-0.01009,0.526815,0.251883,-0.017515,0.434453,0.266107,0.003037,0.481692,0.241367,-0.003351,0.510892,0.222377,-0.013527,0.534485,0.20616,-0.02149,0.423257,0.231072,-0.003277,0.467486,0.203683,-0.010492,0.492914,0.188319,-0.018246,0.513974,0.175985,-0.023854,0.404651,0.196616,-0.0107,0.440063,0.175711,-0.017364,0.461118,0.165064,-0.020913,0.480356,0.155828,-0.023439
hello,Right,0.309583,0.313941,0.0,0.363317,0.355696,-0.006928,0.411796,0.351711,-0.006345,0.447411,0.316402,-0.007197,0.469547,0.285561,-0.008629,0.436063,0.284014,0.010047,0.477864,0.252782,0.001717,0.500381,0.232643,-0.008876,0.521613,0.217271,-0.017106,0.428786,0.244529,0.00569,0.474239,0.208558,-0.001597,0.502543,0.185969,-0.012716,0.52641,0.169081,-0.021386,0.414129,0.211935,-0.001426,0.457832,0.174363,-0.009954,0.483584,0.155616,-0.018415,0.50614,0.142269,-0.024435,0.391531,0.182505,-0.00971,0.42431,0.15431,-0.017539,0.445323,0.140968,-0.021349,0.465274,0.129422,-0.024012
hello,Right,0.305064,0.336683,0.0,0.356829,0.364563,-0.00555,0.406899,0.341827,-0.004297,0.439991,0.307872,-0.005273,0.467401,0.279949,-0.006847,0.428546,0.256826,0.01038,0.467545,0.213459,0.000777,0.490919,0.187786,-0.010184,0.512502,0.164676,-0.018798,0.420189,0.22451,0.003423,0.463172,0.176261,-0.006268,0.493721,0.142889,-0.018807,0.520072,0.113253,-0.028292,0.403917,0.200383,-0.006424,0.447733,0.149853,-0.018188,0.475073,0.12183,-0.02827,0.500218,0.097203,-0.034958,0.37892,0.18135,-0.017233,0.414535,0.14275,-0.029156,0.439106,0.121423,-0.035571,0.463456,0.101425,-0.039801
hello,Right,0.297774,0.35034,0.0,0.347721,0.367954,-0.005205,0.400744,0.330149,-0.002975,0.432364,0.292249,-0.003404,0.459495,0.261489,-0.004715,0.423409,0.236713,0.011328,0.458185,0.187756,0.001411,0.482319,0.158877,-0.010004,0.504022,0.134345,-0.019302,0.411704,0.20962,0.003071,0.45168,0.151389,-0.007338,0.482103,0.115473,-0.020374,0.509748,0.084987,-0.030186,0.391799,0.193585,-0.00836,0.434008,0.136396,-0.023083,0.461884,0.103795,-0.035063,0.488123,0.074786,-0.042473,0.363167,0.18622,-0.020646,0.399662,0.145673,-0.036726,0.424552,0.117084,-0.045648,0.44792,0.088608,-0.051214
hello,Right,0.286242,0.358865,0.0,0.339669,0.372368,-0.003996,0.389135,0.330734,-0.003965,0.419401,0.288562,-0.007337,0.450502,0.259918,-0.011778,0.408955,0.232166,0.009021,0.447404,0.185903,-0.004687,0.474176,0.156423,-0.018122,0.497831,0.129524,-0.02854,0.397162,0.208329,-0.001669,0.441134,0.151629,-0.015777,0.474815,0.113183,-0.030383,0.504067,0.079175,-0.04116,0.376639,0.194912,-0.015557,0.421161,0.135346,-0.032674,0.45104,0.101219,-0.045336,0.477849,0.070599,-0.053285,0.347658,0.19084,-0.030154,0.383748,0.146111,-0.047971,0.40924,0.117236,-0.057744,0.432551,0.0879,-0.063946
hello,Right,0.260736,0.363756,0.0,0.325522,0.379653,0.000975,0.377732,0.339275,0.002231,0.409836,0.299288,-0.001601,0.440378,0.269927,-0.006785,0.394971,0.235234,0.014057,0.434195,0.176139,-0.002222,0.464782,0.142918,-0.018326,0.491167,0.114432,-0.030878,0.382495,0.218066,-0.001408,0.426175,0.147025,-0.018839,0.461118,0.110254,-0.036428,0.490294,0.079669,-0.049054,0.361206,0.212794,-0.020124,0.403036,0.140827,-0.039662,0.432922,0.108191,-0.053822,0.459967,0.081646,-0.062746,0.331844,0.219037,-0.039442,0.363537,0.17146,-0.05841,0.387987,0.141423,-0.068822,0.411161,0.112919,-0.075758
hello,Right,0.229449,0.376982,0.0,0.303129,0.39892,-0.004927,0.360929,0.359926,-0.008147,0.397783,0.314506,-0.015081,0.431291,0.284128,-0.023338,0.374632,0.261843,0.002206,0.421213,0.204334,-0.020201,0.454269,0.168754,-0.041124,0.48357,0.136167,-0.057034,0.361996,0.250689,-0.01146,0.410899,0.186359,-0.03473,0.448563,0.148042,-0.057113,0.482702,0.112385,-0.073509,0.340698,0.250256,-0.02811,0.390242,0.183838,-0.051583,0.421514,0.152441,-0.06807,0.451906,0.124067,-0.078913,0.312579,0.257169,-0.0457,0.343405,0.211958,-0.067242,0.370778,0.183524,-0.078983,0.397376,0.15713,-0.087113
hello,Right,0.202065,0.401225,0.0,0.280548,0.42156,0.001086,0.344723,0.381581,0.003258,0.388033,0.341821,0.000166,0.422027,0.313597,-0.002967,0.3505,0.276526,0.022457,0.400515,0.216266,0.009164,0.431428,0.19034,-0.004671,0.459338,0.174227,-0.016032,0.338937,0.267369,0.008992,0.386263,0.195821,-0.006159,0.420927,0.170104,-0.023337,0.452392,0.1526,-0.036005,0.32193,0.275915,-0.007834,0.366645,0.204338,-0.026665,0.398348,0.17953,-0.038344,0.426279,0.16285,-0.045087,0.299982,0.301876,-0.025534,0.33229,0.252147,-0.042975,0.358245,0.222078,-0.050558,0.382996,0.197762,-0.055123
hello,Right,0.201071,0.43276,0.0,0.282321,0.447625,0.005423,0.33949,0.394424,-0.001152,0.377854,0.349172,-0.012425,0.419317,0.322462,-0.026266,0.33055,0.270112,-0.022376,0.382419,0.230568,-0.053229,0.419072,0.214234,-0.074642,0.450043,0.205199,-0.090986,0.311916,0.276284,-0.044295,0.370704,0.228427,-0.079585,0.411506,0.217777,-0.103389,0.449783,0.210192,-0.121054,0.290379,0.303823,-0.066597,0.346043,0.251466,-0.104507,0.385373,0.237071,-0.124554,0.421648,0.224021,-0.137291,0.268602,0.346011,-0.087474,0.306077,0.310494,-0.122767,0.336508,0.28508,-0.141169,0.364855,0.259212,-0.154168
hello,Right,0.182075,0.448188,0.0,0.261697,0.439618,0.027473,0.313017,0.40017,0.028618,0.352209,0.366661,0.01993,0.385919,0.331585,0.008568,0.299617,0.283756,0.017791,0.356218,0.266043,-0.000777,0.394063,0.2596,-0.01684,0.42373,0.256994,-0.029,0.290207,0.300781,-0.012383,0.350811,0.27398,-0.033904,0.395086,0.269846,-0.049742,0.429551,0.275916,-0.060258,0.277877,0.341654,-0.042001,0.339386,0.314978,-0.061483,0.381036,0.314107,-0.065688,0.416155,0.314556,-0.067247,0.263151,0.401654,-0.06972,0.317547,0.372527,-0.086362,0.35166,0.347112,-0.087273,0.380782,0.32183,-0.086397
hello,Right,0.193118,0.441416,0.0,0.240985,0.404583,-0.000781,0.293824,0.372771,-0.014242,0.337651,0.365447,-0.029035,0.371944,0.349404,-0.045756,0.283864,0.295377,-0.048228,0.347851,0.27055,-0.082335,0.394526,0.266118,-0.103055,0.42938,0.270365,-0.115844,0.274285,0.319701,-0.064929,0.344511,0.297228,-0.100711,0.396426,0.295232,-0.121848,0.436478,0.298057,-0.135081,0.263107,0.369375,-0.079846,0.330763,0.35372,-0.112282,0.374487,0.351052,-0.130483,0.408545,0.347543,-0.141099,0.252414,0.435763,-0.093337,0.293736,0.433016,-0.121932,0.320463,0.42216,-0.135683,0.343565,0.411938,-0.143666
hello,Right,0.181873,0.468148,1e-06,0.227971,0.426124,-0.001527,0.278639,0.391277,-0.013251,0.32362,0.378506,-0.025785,0.359879,0.360556,-0.039589,0.269867,0.314099,-0.041145,0.336217,0.293284,-0.071822,0.384426,0.292252,-0.088958,0.421657,0.299776,-0.099075,0.262824,0.341464,-0.055882,0.339114,0.322474,-0.088631,0.392881,0.324145,-0.106608,0.436432,0.328524,-0.116382,0.252117,0.392628,-0.069031,0.323377,0.386014,-0.099434,0.369673,0.383687,-0.114094,0.409008,0.377589,-0.121275,0.239381,0.456615,-0.080749,0.281225,0.456979,-0.106903,0.311588,0.447514,-0.116959,0.339541,0.435315,-0.121327
hello,Right,0.181079,0.477641,0.0,0.239411,0.435625,0.021091,0.286488,0.399799,0.009917,0.325883,0.376942,-0.005844,0.361043,0.345735,-0.026256,0.277244,0.323126,-0.059119,0.341467,0.302176,-0.099846,0.387774,0.293541,-0.122061,0.423904,0.295409,-0.137368,0.264087,0.351972,-0.091228,0.338971,0.325975,-0.141669,0.391628,0.324002,-0.167129,0.434323,0.326559,-0.18414,0.248838,0.401719,-0.118469,0.320154,0.384159,-0.164441,0.366311,0.377492,-0.187095,0.405292,0.370317,-0.201698,0.23423,0.4645,-0.141068,0.276563,0.459571,-0.184709,0.308396,0.447522,-0.207318,0.337875,0.433602,-0.222727
hello,Right,0.169812,0.48298,0.0,0.225616,0.464892,0.013063,0.269043,0.442777,0.006458,0.3074,0.439264,-0.004986,0.338145,0.418948,-0.019251,0.271745,0.320451,-0.021291,0.336675,0.296977,-0.046055,0.379517,0.287834,-0.0615,0.413072,0.288457,-0.072948,0.266389,0.344887,-0.045547,0.336868,0.31583,-0.077179,0.385628,0.309524,-0.098306,0.425708,0.30897,-0.112041,0.255305,0.393568,-0.067862,0.325902,0.375135,-0.099711,0.370166,0.371021,-0.118845,0.409014,0.366207,-0.130905,0.242063,0.456248,-0.087342,0.284388,0.445742,-0.118714,0.312715,0.430233,-0.133936,0.340779,0.413869,-0.143308
hello,Right,0.183801,0.468287,0.0,0.241952,0.447413,0.012895,0.290261,0.414209,0.000405,0.331827,0.406084,-0.016014,0.365686,0.384157,-0.036232,0.284763,0.311485,-0.051456,0.345655,0.285587,-0.090653,0.391051,0.276084,-0.114892,0.426908,0.277716,-0.132162,0.271785,0.333289,-0.07918,0.340471,0.304653,-0.126519,0.392054,0.305066,-0.154714,0.435599,0.311808,-0.174187,0.256363,0.380115,-0.103408,0.325133,0.354818,-0.147583,0.371064,0.353223,-0.171713,0.40967,0.353884,-0.187251,0.24316,0.443015,-0.124131,0.283207,0.434619,-0.165077,0.314245,0.422656,-0.186552,0.343584,0.410769,-0.201265
hello,Right,0.192445,0.464348,0.0,0.254321,0.461703,-0.003192,0.309961,0.423371,-0.016014,0.355097,0.3943,-0.030159,0.394695,0.362427,-0.04643,0.291588,0.311549,-0.043626,0.348463,0.287906,-0.076494,0.392314,0.275748,-0.096512,0.426349,0.270364,-0.110244,0.277968,0.32476,-0.059776,0.344558,0.297875,-0.096981,0.393757,0.291498,-0.117424,0.434203,0.289883,-0.130691,0.262438,0.366019,-0.075182,0.332206,0.347635,-0.111527,0.375711,0.34277,-0.128426,0.41082,0.33794,-0.13782,0.247305,0.425891,-0.089331,0.287827,0.422613,-0.122102,0.318364,0.41032,-0.137664,0.345483,0.396291,-0.147091
hello,Right,0.210602,0.41773,0.0,0.276461,0.47791,-0.011166,0.33996,0.478502,-0.021252,0.389862,0.473997,-0.031282,0.431669,0.476999,-0.042286,0.331761,0.346797,-0.032771,0.379457,0.324997,-0.057281,0.410895,0.317057,-0.073962,0.436574,0.309641,-0.087063,0.311527,0.320303,-0.041999,0.356072,0.294486,-0.071258,0.3905,0.289489,-0.091711,0.42066,0.284805,-0.107181,0.288607,0.317989,-0.052048,0.33244,0.294527,-0.08343,0.368255,0.292821,-0.101356,0.400989,0.290144,-0.112976,0.265899,0.334307,-0.06192,0.295741,0.322866,-0.089586,0.321542,0.31806,-0.104119,0.346373,0.315161,-0.114582
hello,Left,0.22827,0.410021,0.0,0.273829,0.334893,-0.020683,0.335064,0.288261,-0.026418,0.382571,0.261131,-0.03123,0.420935,0.227152,-0.035819,0.343387,0.321066,0.006735,0.383235,0.329206,-0.006207,0.409199,0.343204,-0.02127,0.432427,0.353368,-0.032792,0.335988,0.371791,0.007223,0.37449,0.408569,-0.004893,0.403326,0.435579,-0.021475,0.429903,0.460639,-0.033965,0.324151,0.417668,0.002918,0.362984,0.450507,-0.013148,0.395297,0.479863,-0.025474,0.42563,0.506015,-0.032498,0.309153,0.45728,-0.003163,0.345002,0.481073,-0.015508,0.370506,0.495302,-0.020338,0.39498,0.510702,-0.023681
hello,Right,0.211145,0.432464,-0.0,0.278069,0.471112,-0.011402,0.339222,0.450277,-0.014628,0.380493,0.415091,-0.019942,0.414753,0.392912,-0.026194,0.369806,0.342156,0.000372,0.414942,0.28364,-0.014965,0.440503,0.254542,-0.030609,0.465723,0.230687,-0.043168,0.351489,0.309918,-0.008163,0.399906,0.237428,-0.021962,0.42993,0.200826,-0.037704,0.456238,0.169442,-0.050815,0.322965,0.291884,-0.020072,0.366012,0.215398,-0.036749,0.393199,0.176555,-0.049961,0.418809,0.145018,-0.059774,0.285657,0.284158,-0.033525,0.314946,0.218931,-0.050646,0.337702,0.181081,-0.059721,0.36089,0.146298,-0.066398
hello,Right,0.219895,0.404036,0.0,0.281077,0.444757,-0.01134,0.342032,0.429373,-0.013492,0.383112,0.395199,-0.017161,0.413552,0.359841,-0.021747,0.375867,0.331889,-0.001262,0.424793,0.280719,-0.015031,0.450787,0.250803,-0.028939,0.474921,0.225189,-0.039861,0.360683,0.287964,-0.008198,0.415007,0.220648,-0.020344,0.447531,0.18398,-0.034834,0.47558,0.153958,-0.046785,0.335328,0.257413,-0.018079,0.384421,0.185372,-0.032163,0.415195,0.146782,-0.044211,0.442954,0.117527,-0.053164,0.301592,0.236646,-0.029482,0.336952,0.174614,-0.043494,0.363215,0.141182,-0.051244,0.389169,0.112758,-0.056981
hello,Right,0.232838,0.379113,0.0,0.289249,0.415068,-0.012372,0.348722,0.408884,-0.014758,0.391148,0.372274,-0.018037,0.417669,0.327313,-0.021386,0.386433,0.316056,0.002438,0.435786,0.272176,-0.008958,0.461313,0.246133,-0.021658,0.484674,0.224457,-0.031572,0.37297,0.268067,-0.002409,0.427456,0.210715,-0.011912,0.460604,0.180875,-0.024542,0.488088,0.157035,-0.03505,0.35031,0.233712,-0.010478,0.399971,0.173439,-0.021801,0.430889,0.145549,-0.031872,0.45712,0.12406,-0.039518,0.32003,0.208527,-0.020379,0.355878,0.156822,-0.031656,0.382218,0.130133,-0.037751,0.408145,0.107569,-0.04236
hello,Right,0.251659,0.351526,0.0,0.301715,0.391066,-0.011677,0.35897,0.392992,-0.013723,0.400111,0.356531,-0.016579,0.426878,0.320527,-0.019812,0.398806,0.311304,6.5e-05,0.447848,0.274249,-0.01204,0.472984,0.249839,-0.024867,0.495168,0.229307,-0.034692,0.388516,0.262664,-0.004773,0.442219,0.214803,-0.015928,0.474243,0.185425,-0.029432,0.500443,0.161023,-0.040226,0.369178,0.225849,-0.012555,0.419949,0.174466,-0.025589,0.450009,0.147626,-0.036999,0.474859,0.126304,-0.045117,0.342064,0.195891,-0.021851,0.381907,0.156129,-0.034985,0.408802,0.132676,-0.042643,0.434161,0.112736,-0.048027
hello,Right,0.267784,0.332894,0.0,0.314584,0.376711,-0.012163,0.369047,0.379866,-0.01324,0.40961,0.338416,-0.014738,0.433573,0.304949,-0.016262,0.406474,0.312706,0.003525,0.45274,0.286169,-0.006239,0.478,0.266004,-0.017674,0.500752,0.24884,-0.026684,0.399511,0.265097,0.000531,0.4504,0.229173,-0.008246,0.482094,0.205045,-0.020017,0.509217,0.185289,-0.029569,0.384152,0.227579,-0.005593,0.431997,0.190321,-0.016134,0.460679,0.169006,-0.025696,0.485638,0.150332,-0.032698,0.360652,0.194607,-0.01343,0.397626,0.165406,-0.024041,0.421621,0.148549,-0.029902,0.444686,0.132338,-0.034158
hello,Right,0.289967,0.317664,0.0,0.331,0.363344,-0.012605,0.382713,0.374156,-0.014641,0.423965,0.340698,-0.016688,0.450727,0.313789,-0.018594,0.419031,0.320653,0.001511,0.464253,0.299043,-0.008301,0.489477,0.27984,-0.018948,0.511078,0.263918,-0.027116,0.413867,0.276265,-0.000356,0.462604,0.249772,-0.008473,0.49259,0.227883,-0.019224,0.517973,0.20828,-0.027709,0.400135,0.241028,-0.00513,0.443584,0.2096,-0.013986,0.469657,0.190595,-0.022322,0.4937,0.173559,-0.028718,0.378478,0.208661,-0.0116,0.410348,0.18427,-0.020378,0.430173,0.17056,-0.02521,0.450539,0.157229,-0.028771
